"FMTNAME","START","LABEL",
"DRDIFDCD","27313150.0","BEEF, NOODLES & VEG (W/ CAR/DK GREEN), SOY SAUCE",
"DRDIFDCD","27313210.0","BEEF, NOODLES & VEG (W/ CAR/DK GREEN), TOMATO SAUCE",
"DRDIFDCD","27313220.0","BEEF, NOODLES & VEG (NO CAR/DK GREEN), TOMATO SAUCE",
"DRDIFDCD","27313410.0","BEEF, NOODLES, & VEG (INCL CAR/DK GRN), GRAVY",
"DRDIFDCD","27315010.0","BEEF, RICE & VEG (W/ CARROTS/DK GREEN), NO SAUCE",
"DRDIFDCD","27315210.0","BEEF, RICE & VEG (W/ CAR/DK GREEN), TOMATO SAUCE",
"DRDIFDCD","27315220.0","BEEF, RICE & VEG (NO CAR/DK GREEN), TOMATO SAUCE",
"DRDIFDCD","27315250.0","STUFFED CABBAGE ROLLS W/ BEEF AND RICE",
"DRDIFDCD","27315510.0","BEEF, RICE & VEG (INCL CAR/DK GRN), SOY-BASED SAUCE",
"DRDIFDCD","27315520.0","BEEF, RICE & VEG (NO CAR/DK GRN), SOY-BASED SAUCE",
"DRDIFDCD","27317010.0","BEEF POT PIE (INCLUDE GREEK MEAT PIE)",
"DRDIFDCD","27320020.0","HAM POT PIE",
"DRDIFDCD","27320070.0","PORK, NOODLES, VEG (INCL CAR/DK GRN), TOMATO SAUCE",
"DRDIFDCD","27320310.0","PORK CHOW MEIN OR CHOP SUEY W/ NOODLES",
"DRDIFDCD","27330030.0","LAMB STEW W/ POT & VEG (INCL CAR/DK GREEN), GRAVY",
"DRDIFDCD","27330110.0","LAMB STEW W/ POT & VEG (NO CAR/DK GREEN), GRAVY",
"DRDIFDCD","27330210.0","LAMB STEW W/ POT & VEG (INCL CAR/DK GRN), TOM SAUCE",
"DRDIFDCD","27336100.0","VENISON/DEER STEW W/ POTATO & VEG(W/ CAR/DK GRN),TOM SCE",
"DRDIFDCD","27341010.0","CHICKEN, POT & VEG (INCL CAR/DK GRN), NO SAUCE",
"DRDIFDCD","27341020.0","CHICKEN, POT & VEG (NO CAR/DK GRN), NO SAUCE",
"DRDIFDCD","27341310.0","CHICKEN STEW W/ POT, VEG (INCL CAR/DK GRN), GRAVY",
"DRDIFDCD","27341320.0","CHICKEN STEW W/ POT & VEG (NO CAR/DK GRN), GRAVY",
"DRDIFDCD","27341510.0","CHICKEN STEW W/ POT & VEG(INCL CAR/DK GRN), TOM SCE",
"DRDIFDCD","27341520.0","CHICKEN STEW W/ POT & VEG(NO CAR/DK GRN), TOM SAUCE",
"DRDIFDCD","27343010.0","CHICKEN, NOODLES & VEG (INCL CAR/DK GRN), NO SAUCE",
"DRDIFDCD","27343020.0","CHICKEN, NOODLES & VEG (NO CAR/DK GRN), NO SAUCE",
"DRDIFDCD","27343480.0","CHICKEN, NOODLES, VEG (NO CAR/DK GRN), CREAM SAUCE",
"DRDIFDCD","27343910.0","CHICKEN CHOW MEIN/CHOP SUEY W/ NOODLES",
"DRDIFDCD","27343950.0","CHICKEN, NOODLES & VEG(INCL CAR/DK GRN), CHEESE SCE",
"DRDIFDCD","27343960.0","CHICKEN, NOODLES & VEG(NO CAR/DK GRN), CHEESE SAUCE",
"DRDIFDCD","27343980.0","CHICKEN, NOODLES, VEG (NO CAR/DK GRN), CREAM SAUCE",
"DRDIFDCD","27345010.0","CHICKEN, RICE & VEG (INCL CAR/DK GRN), NO SAUCE",
"DRDIFDCD","27345210.0","CHICKEN, RICE & VEG (INCL CAR/DK GRN), GRAVY",
"DRDIFDCD","27345220.0","CHICKEN, RICE & VEG (NO CAR/DK GRN), GRAVY",
"DRDIFDCD","27345310.0","CHICKEN, RICE & VEG (INCL CAR/DK GRN), SOY SAUCE",
"DRDIFDCD","27345320.0","CHICKEN, RICE & VEG (NO CAR/DK GRN), SOY SAUCE",
"DRDIFDCD","27345410.0","CHICKEN, RICE & VEG(INCL CAR/DK GRN),SOUP-BASED SCE",
"DRDIFDCD","27345440.0","CHICKEN, RICE & VEG (INCL CAR/DK GRN), CHEESE SAUCE",
"DRDIFDCD","27347100.0","CHICKEN OR TURKEY POT PIE",
"DRDIFDCD","27347240.0","CHICKEN, DUMPLINGS, VEG (INCL CAR/DK GRN), GRAVY",
"DRDIFDCD","27347250.0","CHICKEN, DUMPLINGS, VEG (NO CAR/DK GRN), GRAVY",
"DRDIFDCD","27350020.0","PAELLA WITH SEAFOOD",
"DRDIFDCD","27350050.0","SHRIMP CHOW MEIN OR CHOP SUEY W/ NOODLES",
"DRDIFDCD","27350060.0","SHRIMP CREOLE W/ RICE (INCLUDE SHRIMP JAMBALAYA)",
"DRDIFDCD","27350070.0","TUNA POT PIE",
"DRDIFDCD","27350080.0","TUNA NOODLE CASSEROLE W/ VEG, CREAM OR WHITE SAUCE",
"DRDIFDCD","27350110.0","BOUILLABAISSE",
"DRDIFDCD","27350410.0","TUNA NOODLE CASSEROLE W/ VEG & (MUSHROOM) SOUP",
"DRDIFDCD","27351010.0","CODFISH W/ STARCHY VEG, P.R. (SERENATA DE BACALAO)",
"DRDIFDCD","27360100.0","BRUNSWICK STEW",
"DRDIFDCD","27360120.0","CHOW MEIN/CHOP SUEY,VARIOUS MEATS, W/ NOODLES",
"DRDIFDCD","27363000.0","GUMBO W/ RICE (NEW ORLEANS TYPE)",
"DRDIFDCD","27363100.0","JAMBALAYA W/ MEAT & RICE",
"DRDIFDCD","27410210.0","BEEF & VEG (W/ CAR/DK GREEN, NO POTATO), NO SAUCE",
"DRDIFDCD","27410220.0","BEEF & VEG (NO CAR/DK GREEN, NO POTATO), NO SAUCE",
"DRDIFDCD","27411100.0","BEEF & VEG(W/ CAR/DK GREEN, NO POTATO), TOMATO SCE",
"DRDIFDCD","27411120.0","SWISS STEAK",
"DRDIFDCD","27411150.0","BEEF ROLL,STUFFED W/VEG/MEAT MIXTURE,TOM-BASE SAUCE",
"DRDIFDCD","27411200.0","BEEF W/ VEG (NO CAR/DK GREEN, NO POTATO),TOMATO SCE",
"DRDIFDCD","27415100.0","BEEF & VEG (W/ CAR/DK GREEN, NO POTATO), SOY SAUCE",
"DRDIFDCD","27415150.0","BEEF, CHOW MEIN OR CHOP SUEY, NO NOODLES",
"DRDIFDCD","27416150.0","PEPPER STEAK",
"DRDIFDCD","27416300.0","BEEF TACO FILLING: BEEF, CHEESE, TOMATO, TACO SAUCE",
"DRDIFDCD","27416450.0","BEEF & VEG (INCL CAR/DK GRN, NO POTATOES), GRAVY",
"DRDIFDCD","27418110.0","SEASONED SHREDDED SOUP MEAT",
"DRDIFDCD","27418210.0","BEEF STEW, P.R. (CARNE A LA JUDIA)",
"DRDIFDCD","27418310.0","CORNED BEEF W/ TOMATO SAUCE & ONION, P.R. STYLE",
"DRDIFDCD","27418410.0","BEEF STEAK W/ ONIONS, P.R. (BIFTEC ENCEBOLLADO)",
"DRDIFDCD","27420020.0","HAM OR PORK SALAD",
"DRDIFDCD","27420060.0","PORK & VEG (W/ CAR/DK GREEN, NO POTATO), NO SAUCE",
"DRDIFDCD","27420080.0","GREENS W/ HAM OR PORK (MIXTURE)",
"DRDIFDCD","27420160.0","MOO SHU (MU SHI) PORK, W/O PANCAKE",
"DRDIFDCD","27420350.0","PORK & VEG (NO CAR/DK GREEN, NO POTATO), NO SAUCE",
"DRDIFDCD","27420390.0","PORK CHOW MEIN OR CHOP SUEY, NO NOODLES",
"DRDIFDCD","27420460.0","SAUSAGE & VEG (NO CAR/DK GRN/POT), TOMATO SAUCE",
"DRDIFDCD","27420470.0","SAUSAGE & PEPPERS, NO SAUCE",
"DRDIFDCD","27420500.0","PORK & VEG (INCL CAR/DK GRN), SOY-BASED SAUCE",
"DRDIFDCD","27420510.0","PORK & VEG (NO CAR/DK GRN), SOY-BASED SAUCE",
"DRDIFDCD","27440110.0","CHICK/TURK & VEG (W/ CAR/DK GRN, NO POT), NO SAUCE",
"DRDIFDCD","27440120.0","CHICK/TURK & VEG (NO CAR/DK GRN, NO POT), NO SAUCE",
"DRDIFDCD","27442110.0","CHICKEN/TURKEY & VEG (W/ CAR/DK GREEN,NO POT),GRAVY",
"DRDIFDCD","27442120.0","CHICKEN/TURKEY & VEG(NO CAR/DK GREEN,NO POT), GRAVY",
"DRDIFDCD","27443110.0","CHICKEN A LA KING W/VEG(INCL CAR/DK GRN),WHITE SCE",
"DRDIFDCD","27443120.0","CHICKEN A LA KING W/ VEG(NO CAR/DK GRN),WHITE SAUCE",
"DRDIFDCD","27443150.0","CHICKEN DIVAN",
"DRDIFDCD","27445110.0","CHICKEN & VEG (INCL CAR/DK GRN, NO POT), SOY SAUCE",
"DRDIFDCD","27445120.0","CHICKEN & VEG (NO CAR/DK GRN, NO POT), SOY SAUCE",
"DRDIFDCD","27445150.0","GENERAL TSO CHICKEN",
"DRDIFDCD","27445180.0","MOO GOO GAI PAN",
"DRDIFDCD","27445220.0","KUNG PAO CHICKEN",
"DRDIFDCD","27445250.0","ALMOND CHICKEN",
"DRDIFDCD","27446100.0","CHICKEN CHOW MEIN/CHOP SUEY, NO NOODLES",
"DRDIFDCD","27446200.0","CHICKEN OR TURKEY SALAD",
"DRDIFDCD","27446220.0","CHICKEN SALAD W/ EGG",
"DRDIFDCD","27446300.0","CHICKEN GARDEN SALAD W/ TOMATO/CARROT, NO DRESSING",
"DRDIFDCD","27446310.0","CHICKEN GARDEN SALAD W/VEG, NO CAR/TOM, NO DRESSING",
"DRDIFDCD","27446400.0","CHICKEN & VEG (INCL CAR/DK GRN)(NO POT), CHEESE SCE",
"DRDIFDCD","27450010.0","CRAB SALAD",
"DRDIFDCD","27450020.0","LOBSTER SALAD",
"DRDIFDCD","27450030.0","SALMON SALAD",
"DRDIFDCD","27450040.0","SHRIMP CHOW MEIN OR CHOP SUEY, NO NOODLES",
"DRDIFDCD","27450060.0","TUNA SALAD",
"DRDIFDCD","27450070.0","SHRIMP SALAD",
"DRDIFDCD","27450080.0","SEAFOOD SALAD",
"DRDIFDCD","27450100.0","TUNA SALAD W/ EGG",
"DRDIFDCD","27450130.0","CRAB SALAD MADE W/ IMITATION CRAB",
"DRDIFDCD","27450410.0","SHRIMP & VEG (W/ CAR/DK GREEN, NO POT), SOY SAUCE",
"DRDIFDCD","27450420.0","SHRIMP & VEG (NO CARROT/DK GREEN, NO POT),SOY SAUCE",
"DRDIFDCD","27450450.0","SHRIMP CREOLE, NO RICE",
"DRDIFDCD","27450510.0","TUNA CASSEROLE W/ VEG & SOUP, NO NOODLES",
"DRDIFDCD","27450710.0","FISH & VEG (NO CAR/DK GRN, NO POT), TOMATO SAUCE",
"DRDIFDCD","27450740.0","FISH & VEGETABLES (W/ CAR/DK GRN), SOY-BASED SAUCE",
"DRDIFDCD","27460490.0","JULIENNE SALAD (MEAT, CHEESE, EGG, VEG) NO DRESSING",
"DRDIFDCD","27460750.0","LIVER, BEEF OR CALVES, & ONIONS",
"DRDIFDCD","27462000.0","STEWED CHITTERLINGS, P.R. (CUAJO GUISADO)",
"DRDIFDCD","27464000.0","GUMBO, NO RICE (NEW ORLEANS TYPE W/MEAT, TOM, OKRA)",
"DRDIFDCD","27500050.0","SANDWICH, NFS",
"DRDIFDCD","27510110.0","BEEF BARBECUE OR SLOPPY JOE, ON BUN",
"DRDIFDCD","27510210.0","CHEESEBURGER, PLAIN, ON BUN",
"DRDIFDCD","27510220.0","CHEESEBURGER, W/ MAYO, ON BUN",
"DRDIFDCD","27510230.0","CHEESEBURGER, W/ MAYO & TOMATO, ON BUN",
"DRDIFDCD","27510240.0","CHEESEBURGER, 1/4 LB MEAT, PLAIN, ON BUN",
"DRDIFDCD","27510250.0","CHEESEBURGER, 1/4 LB MEAT, W/ MAYO, ON BUN",
"DRDIFDCD","27510270.0","DOUBLE CHEESEBURGER, PLAIN, ON BUN",
"DRDIFDCD","27510280.0","DOUBLE CHEESEBURGER, W/ MAYO, ON BUN",
"DRDIFDCD","27510300.0","DOUBLE CHEESEBURGER, W/MAYO, ON DOUBLE-DECKER BUN",
"DRDIFDCD","27510310.0","CHEESEBURGER W/ TOMATO & OR CATSUP, ON BUN",
"DRDIFDCD","27510311.0","CHEESEBURGER, 1 OZ MEAT, PLAIN, ON MINI BUN",
"DRDIFDCD","27510320.0","CHEESEBURGER, 1/4 LB MEAT,W/ TOMATO/CATSUP, BUN",
"DRDIFDCD","27510330.0","DOUBLE CHEESEBURGER W/TOMATO & OR CATSUP, ON BUN",
"DRDIFDCD","27510340.0","DOUBLE CHEESEBURGER, W/ MAYO & TOMATO, ON BUN",
"DRDIFDCD","27510350.0","CHEESEBURGER, 1/4 LB MEAT, W/ MAYO & TOMATO, ON BUN",
"DRDIFDCD","27510360.0","CHEESEBURGER W/ MAYO, TOMATO & BACON, ON BUN",
"DRDIFDCD","27510370.0","DOUBLE CHEESEBURGER W/ MAYONNAISE, ON BUN",
"DRDIFDCD","27510380.0","TRIPLE CHEESEBURGER W/ MAYO, TOMATO, ON BUN",
"DRDIFDCD","27510390.0","DOUBLE BACON CHEESEBURGER, ON BUN",
"DRDIFDCD","27510400.0","BACON CHEESEBURGER, 1/4 LB MEAT, W/ TOMATO, ON BUN",
"DRDIFDCD","27510430.0","DOUBLE BACON CHEESEBURGER, W/ MAYO, TOMATO, ON BUN",
"DRDIFDCD","27510500.0","HAMBURGER, PLAIN, ON BUN",
"DRDIFDCD","27510510.0","HAMBURGER, W/ TOMATO & OR CATSUP, ON BUN",
"DRDIFDCD","27510520.0","HAMBURGER, W/ MAYO & TOMATO, ON BUN",
"DRDIFDCD","27510530.0","HAMBURGER, 1/4 LB MEAT, PLAIN, ON BUN",
"DRDIFDCD","27510540.0","DOUBLE HAMBURGER W/TOMATO & OR CATSUP, ON BUN",
"DRDIFDCD","27510560.0","HAMBURGER, 1/4 LB MEAT W/ MAYO & TOMATO, ON BUN",
"DRDIFDCD","27510600.0","HAMBURGER, 1 OZ MEAT,PLAIN, ON MINIATURE BUN",
"DRDIFDCD","27510620.0","HAMBURGER, 1/4 LB MEAT, W/ TOMATO & OR CATSUP, BUN",
"DRDIFDCD","27510660.0","DOUBLE HAMBURGER, W/ MAYO, ON BUN",
"DRDIFDCD","27510670.0","DOUBLE HAMBURGER, W/ MAYO & TOMATO, ON BUN",
"DRDIFDCD","27510680.0","DOUBLE HAMBURGER (1/2 LB MEAT), W/ TOM/CATSUP, BUN",
"DRDIFDCD","27510690.0","DOUBLE HAMBURGER,1/2 LB MEAT,W/MAYO&TOM/CATSUP,BUN",
"DRDIFDCD","27513010.0","ROAST BEEF SANDWICH",
"DRDIFDCD","27513040.0","ROAST BEEF SUB, ROLL,LETTUCE,TOM & SPREA",
"DRDIFDCD","27513050.0","ROAST BEEF SANDWICH W/ CHEESE",
"DRDIFDCD","27513060.0","ROAST BEEF SANDWICH W/ BACON & CHEESE SAUCE",
"DRDIFDCD","27515010.0","STEAK SANDWICH, PLAIN, ON ROLL",
"DRDIFDCD","27520120.0","BACON & CHEESE SANDWICH, W/ SPREAD",
"DRDIFDCD","27520130.0","BACON, CHICK, & TOM CLUB SANDWICH W/ LETTUCE+SPREAD",
"DRDIFDCD","27520150.0","BACON, LETTUCE, & TOMATO SANDWICH W/ SPREAD",
"DRDIFDCD","27520300.0","HAM SANDWICH W/ SPREAD",
"DRDIFDCD","27520320.0","HAM & CHEESE SANDWICH, W/ LETTUCE & SPREAD",
"DRDIFDCD","27520350.0","HAM & CHEESE SANDWICH W/ SPREAD, GRILLED",
"DRDIFDCD","27520360.0","HAM & CHEESE SANDWICH ON BUN W/ LETTUCE & SPREAD",
"DRDIFDCD","27520500.0","PORK, BBQ SAUCE, ONIONS & DILL PICKLES ON WHITE ROLL",
"DRDIFDCD","27540110.0","CHICKEN SANDWICH, W/ SPREAD",
"DRDIFDCD","27540140.0","CHICKEN FILLET (BREADED, FRIED) SANDWICH",
"DRDIFDCD","27540150.0","CHICKEN FILLET(BR FRIED) SAND W/ LET, TOM & SPREAD",
"DRDIFDCD","27540170.0","CHICKEN PATTY SANDWICH, MINI, W/ SPREAD",
"DRDIFDCD","27540180.0","CHICKEN PATTY SANDWICH ON BISCUIT",
"DRDIFDCD","27540190.0","CHICKEN PATTY SANDWICH W/ LETTUCE & SPREAD",
"DRDIFDCD","27540230.0","CHICKEN PATTY SAND W/ CHEES,WHEAT BUN,LET,TOM, SPRE",
"DRDIFDCD","27540240.0","CHICKEN FILLET,(BROIL) SAND W/ LET, TOM, & SPREAD",
"DRDIFDCD","27540250.0","CHICK FILLET,BROIL,SANDWICH,W/CHEESE,WW ROLL",
"DRDIFDCD","27540260.0","CHICK FILLET, BROILED,SANDWICH,ON OAT BRAN BUN(LTS)",
"DRDIFDCD","27540270.0","CHICKEN FILLET,SANDWICH,W/LETT,TOM,&NON-MAYO SPREAD",
"DRDIFDCD","27540280.0","CHICKEN FILLET,BROILED,SANDWICH,W/CHEESE,ON BUN",
"DRDIFDCD","27550000.0","FISH SANDWICH, ON BUN, W/ SPREAD",
"DRDIFDCD","27550100.0","FISH SANDWICH, ON BUN, W/ CHEESE AND SPREAD",
"DRDIFDCD","27550720.0","TUNA SALAD SANDWICH",
"DRDIFDCD","27560300.0","CORN DOG (FRANKFURTER/HOT DOG W/ CORNBREAD COATING)",
"DRDIFDCD","27560350.0","PIG IN A BLANKET (FRANKFURTER OR HOT DOG  WRAPPED IN DOUGH)",
"DRDIFDCD","27560360.0","FRANKFURTER/HOT DOG ,W/ CHILI, ON BUN (INCL CHILI DOG)",
"DRDIFDCD","27560650.0","SAUSAGE ON BISCUIT(INCL JIMMY DEAN SAUSAGE BISCUIT)",
"DRDIFDCD","27560670.0","SAUSAGE & CHEESE ON ENGLISH MUFFIN",
"DRDIFDCD","27560710.0","SAUSAGE SANDWICH",
"DRDIFDCD","27601000.0","BEEF STEW, BABY FOOD, TODDLER",
"DRDIFDCD","27640050.0","CHICKEN & RICE DINNER, BABY, STRAINED",
"DRDIFDCD","27640100.0","CHICKEN NOODLE DINNER, BABY, NS AS TO STR OR JR",
"DRDIFDCD","27640110.0","CHICKEN NOODLE DINNER, BABY, STRAINED",
"DRDIFDCD","27640120.0","CHICKEN NOODLE DINNER, BABY, JUNIOR",
"DRDIFDCD","27640810.0","CHICKEN, NOODLES & VEGETABLES, BABY, TODDLER",
"DRDIFDCD","27642110.0","TURKEY, RICE & VEGETABLES, BABY, STRAINED",
"DRDIFDCD","27642120.0","TURKEY, RICE & VEGETABLES, BABY, JUNIOR",
"DRDIFDCD","27642130.0","TURKEY, RICE, & VEGETABLES, BABY, TODDLER",
"DRDIFDCD","27644110.0","CHICKEN SOUP, BABY",
"DRDIFDCD","28110000.0","BEEF DINNER, NFS (FROZEN)",
"DRDIFDCD","28110110.0","BEEF W/ POTATOES (FROZEN MEAL)",
"DRDIFDCD","28110220.0","SIRLOIN, CHOPPED, W/ GRAVY, POT, VEG (FROZEN MEAL)",
"DRDIFDCD","28110230.0","SWISS STEAK W/ GRAVY, VEG, POT, DESSERT (FROZ MEAL)",
"DRDIFDCD","28110270.0","SIRLOIN BEEF W/ GRAVY, POTATOES, VEG (FROZ MEAL)",
"DRDIFDCD","28110310.0","SALISBURY STEAK W/ GRAVY, POTATOES, VEG (FROZ MEAL)",
"DRDIFDCD","28110390.0","SALISBURY STEAK, POT, VEG, DESSERT (DIET FZN MEAL)",
"DRDIFDCD","28110520.0","BEEF, SLICED, W/GRAVY, POT, VEG, DESSERT(FROZ MEAL)",
"DRDIFDCD","28133410.0","VEAL PARMIGIANA W/ POTATOES, VEGETABLE (FROZ MEAL)",
"DRDIFDCD","28140710.0","CHICKEN, FRIED, W/ POTATOES, VEGETABLE (FROZ MEAL)",
"DRDIFDCD","28141200.0","CHICKEN TERIYAKI W/ RICE, VEGETABLE (FROZEN MEAL)",
"DRDIFDCD","28141250.0","CHICKEN W/ RICE-VEGETABLE MIXTURE (DIET FROZ MEAL)",
"DRDIFDCD","28143030.0","CHICKEN & VEG ENTREE, ORIENTAL (DIET FRZ MEAL)",
"DRDIFDCD","28143080.0","CHICKEN W/NOODLES & CHEESE SAUCE (DIET FROZEN MEAL)",
"DRDIFDCD","28143130.0","CHICKEN & VEG ENTREE W/ NOODLES (FROZEN MEAL)",
"DRDIFDCD","28143150.0","CHICK & VEG ENTREE W/ NOODLES, (DIET FROZEN MEAL)",
"DRDIFDCD","28143210.0","CHICKEN IN ORANGE SAUCE W/ RICE (DIET FROZEN MEAL)",
"DRDIFDCD","28145000.0","TURKEY DINNER, NFS (FROZEN)",
"DRDIFDCD","28145210.0","TURKEY W/ GRAVY, DRESSING, POT, VEG (FROZEN MEAL)",
"DRDIFDCD","28145610.0","TURKEY, DRESSING,POT,VEG,DESSERT(FROZ MEAL,LG MEAT)",
"DRDIFDCD","28160300.0","MEAT LOAF DINNER, NFS (FROZEN)",
"DRDIFDCD","28160310.0","MEATLOAF IN TOMATO SAUCE W/ POTATO, VEG (FROZ MEAL)",
"DRDIFDCD","28310110.0","BEEF BROTH, BOUILLON OR CONSOMME (INCL BROTH, NFS)",
"DRDIFDCD","28310150.0","OXTAIL SOUP",
"DRDIFDCD","28310160.0","BEEF BROTH, W/ TOMATO, HOME RECIPE",
"DRDIFDCD","28310170.0","BEEF BROTH, W/O TOMATO, HOME RECIPE",
"DRDIFDCD","28310210.0","CHILI BEEF SOUP",
"DRDIFDCD","28310230.0","MEATBALL SOUP, MEXICAN STYLE (SOPA DE ALBONDIGAS)",
"DRDIFDCD","28310330.0","BEEF & NOODLE SOUP, ORIENTAL (VIETNAMESE PHO BO)",
"DRDIFDCD","28310420.0","BEEF & RICE SOUP, P.R.",
"DRDIFDCD","28311010.0","PEPPERPOT (TRIPE) SOUP (INCL MENUDO/MONDONGO SOUP)",
"DRDIFDCD","28315100.0","BEEF VEG SOUP W/POTATO, STEW TYPE (INCL CHUNKY STY)",
"DRDIFDCD","28315130.0","BEEF VEG SOUP W/ RICE, STEW TYPE, CHUNKY STYLE",
"DRDIFDCD","28315140.0","BEEF VEGETABLE SOUP,MEXICAN STYLE (SOPA / CALDO DE RES)",
"DRDIFDCD","28315150.0","MEAT & CORN HOMINY SOUP, MEXICAN STYLE (POZOLE)",
"DRDIFDCD","28316020.0","BEEF & MUSHROOM SOUP, CANNED, LOW SODIUM (INCL BEEF",
"DRDIFDCD","28320110.0","PORK & RICE SOUP, STEW TYPE, CHUNKY STYLE",
"DRDIFDCD","28320130.0","HAM, RICE, & POTATO SOUP, P.R.",
"DRDIFDCD","28320150.0","PORK, VEGETABLE SOUP W/ POTATOES, STEW TYPE",
"DRDIFDCD","28320300.0","PORK W/VEG (NO CAR,BROC,&/OR DK GREEN)SOUP,ORIENTAL",
"DRDIFDCD","28331110.0","LAMB, PASTA & VEGETABLE SOUP, P.R.",
"DRDIFDCD","28340110.0","CHICKEN BROTH/BOUILLON/CONSOMME (INCL FROM POWDER)",
"DRDIFDCD","28340120.0","CHICKEN BROTH, W/O TOMATO, HOME RECIPE",
"DRDIFDCD","28340130.0","CHICKEN BROTH, W/ TOMATO, HOME RECIPE",
"DRDIFDCD","28340150.0","MEXICAN STYLE CHICKEN BROTH SOUP STOCK",
"DRDIFDCD","28340220.0","CHICKEN SOUP W/ NOODLES & POTATOES, P.R.",
"DRDIFDCD","28340310.0","CHICKEN GUMBO SOUP",
"DRDIFDCD","28340510.0","CHICKEN NOODLE SOUP, CHUNKY",
"DRDIFDCD","28340530.0","CHICKEN SOUP",
"DRDIFDCD","28340580.0","CHICKEN SOUP,W/VEGS(BROC,CRT,CELERY,POTS)ORIENTAL",
"DRDIFDCD","28340630.0","CHICKEN VEG SOUP W/ RICE, STEW TYPE, CHUNKY STYLE",
"DRDIFDCD","28340640.0","CHICKEN VEG SOUP W/ NOODLES, STEW TYPE, CHUNKY STYL",
"DRDIFDCD","28340660.0","CHICKEN OR TURKEY  VEGETABLE SOUP, HOME RECIPE",
"DRDIFDCD","28340670.0","CHICKEN VEGETABLE SOUP,W/RICE,MEXICAN(SOPA / CALDO DE POLLO)",
"DRDIFDCD","28340700.0","BIRD'S NEST SOUP (CHICKEN, HAM, NOODLES)",
"DRDIFDCD","28345110.0","CHICKEN SOUP, CREAM OF, NS AS TO MILK OR WATER",
"DRDIFDCD","28345120.0","CHICKEN/TURKEY SOUP,CREAM OF, W/ MILK",
"DRDIFDCD","28345130.0","CHICKEN SOUP, CREAM OF, PREPARED W/ WATER",
"DRDIFDCD","28345140.0","CHICKEN SOUP, CREAM OF, CANNED, UNDILUTED",
"DRDIFDCD","28345160.0","CHICKEN & MUSHROOM SOUP, CREAM OF, W/ MILK",
"DRDIFDCD","28345170.0","DUCK SOUP",
"DRDIFDCD","28350050.0","FISH CHOWDER (INCL FISHERMAN'S SOUP, SEAFOOD CHOWD)",
"DRDIFDCD","28350110.0","CRAB SOUP, NS AS TO TOMATO-BASE OR CREAM",
"DRDIFDCD","28350210.0","CLAM CHOWDER, NS AS TO MANHATTAN OR NEW ENGLAND",
"DRDIFDCD","28350220.0","CLAM CHOWDER, MANHATTAN (INCLUDE CHUNKY)",
"DRDIFDCD","28350310.0","TURTLE & VEGETABLE SOUP (INCLUDE SNAPPER SOUP)",
"DRDIFDCD","28351110.0","FISH & VEGETABLE SOUP,NO POTATOES (SOPA DE PESCADO)",
"DRDIFDCD","28351120.0","FISH SOUP, W/ POTATOES (SOPA DE PESCADO)",
"DRDIFDCD","28355110.0","CLAM CHOWDER, NEW ENG, NS AS TO MILK OR WATER ADDED",
"DRDIFDCD","28355120.0","CLAM CHOWDER, NEW ENGLAND, W/ MILK",
"DRDIFDCD","28355250.0","LOBSTER BISQUE",
"DRDIFDCD","28355410.0","SHRIMP SOUP, CREAM OF, NS AS TO MILK/WATER ADDED",
"DRDIFDCD","28355420.0","SHRIMP SOUP, CREAM OF, W/ MILK",
"DRDIFDCD","28355430.0","SHRIMP SOUP, CREAM OF, W/ WATER",
"DRDIFDCD","28355450.0","SEAFOOD SOUP W/ POTATOES & VEGETABLES (INCL DK GREEN LEAF)",
"DRDIFDCD","28355470.0","SEAFOOD SOUP W/ VEGETABLES (INCL DK GREEN LEAFY)",
"DRDIFDCD","28360100.0","MEAT BROTH, P.R. (CALDO)",
"DRDIFDCD","28400100.0","GELATIN, PLAIN, POWDER, DRY",
"DRDIFDCD","28500000.0","GRAVY, POULTRY",
"DRDIFDCD","28500010.0","GRAVY, MEAT/POULTRY, W/ WINE",
"DRDIFDCD","28500040.0","GRAVY, BEEF/MEAT (INCL GRAVY,NFS;BROWN GRAVY;SWISS STEAK GRV",
"DRDIFDCD","28500050.0","GRAVY, GIBLET(INCL ANY POULTRY GRAVY W/PCS OF MEAT)",
"DRDIFDCD","28500100.0","GRAVY, MUSHROOM",
"DRDIFDCD","28501010.0","GRAVY, BEEF/MEAT, FAT FREE",
"DRDIFDCD","28501110.0","GRAVY, POULTRY, FAT FREE",
"DRDIFDCD","28510010.0","GRAVY/SAUCE, POULTRY FROM CHICKEN FRICASSEE, P.R.",
"DRDIFDCD","28510020.0","GRAVY, MEAT-BASED, FROM PUERTO RICAN POT ROAST",
"DRDIFDCD","28510030.0","GRAVY, MEAT-BASED, FROM PUERTO RICAN BEEF STEW",
"DRDIFDCD","28520000.0","GRAVY/SAUCE,CHINESE(SOY SCE,STOCK/BOUILL,CRNSTRCH)",
"DRDIFDCD","28522000.0","MOLE POBLANA (SAUCE)",
"DRDIFDCD","28522050.0","MOLE VERDE (SAUCE)",
"DRDIFDCD","31101010.0","EGGS, WHOLE, RAW",
"DRDIFDCD","31102000.0","EGGS, WHOLE, COOKED, NS AS TO METHOD",
"DRDIFDCD","31103000.0","EGGS, WHOLE, BOILED",
"DRDIFDCD","31104000.0","EGGS, WHOLE, POACHED",
